themes,projet,section,title,contenu,author,type,created_at,updated_at,id
Consommation,Comment mieux informer les consommateurs ?,Causes,"Trop de logos, chartres ou label","1\. Éliminer les 'Élu meilleur produit de l'année'. Car c'est souvent
mensonger. 2\. Les informations importantes sont écrites souvent trop petites,
surtout pour les personnes âgées et/ou ayant des problèmes de vue, même
corrigée. 3\. Intégrer au code barre des informations plus complètes, qui
pourraient être affichées dans les magasins, par une nouvelle génération de
lecteurs de code barre.

",linfocorsica,pour,2017-07-21T03:49:43+0200,2017-07-21T03:49:43+0200,de2da4d4-6db6-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Causes,Des normes plus ou moins exigeantes et d’application inégale,"Les normes sanitaires s'appliquant souvent sans distinction de dimention de
production, la production fermière de produits transformés pêne à se
développer car les investissement sont disproportionnés et pourtant les
produits locaux et fermiers sont une richesse culturelle et commerciale
indiscutable attendus et reconnu par les consommateurs locaux mais aussi par
les touristes. Concernant les normes sociales d'emplois salariés il existe
aujourd'hui des abberrations contradictoires avec le maintien d'une
agriculture fermière; ex:il n'est plus possible qu'un salarié grimpe dans un
arbre avec un escabeau ou une échelle pour cueillir les pommes d'un verger
hautes tiges, seul l'agriculteur en a le droit.

",THIBAULT,pour,2017-07-30T18:12:21+0200,2017-07-30T18:12:21+0200,de44854d-7541-11e7-92ee-fa163e947a7a
Consommation,Comment soutenir des modes de consommation plus responsables ?,Solutions,Développer les abattoirs mobiles en France,"Totalement d'accord. L214 montre des vidéo d'abattoirs industriels : dans ceux
qui travaillent bien, l'animal ne sent quasiment rien, en 10 secondes maxi il
est mort; par contre dans les autres, l'animal subit un martyre, égorgé
conscient suspendu par une patte, se vidant de son sang pendant plusieurs
dizaines de minutes en essayant de fuir l'horreur... Les abattoirs mobiles
peuvent être une bonne solution pour certaines exploitations soucieuses du
bien-être animal, mais pour les autres, c'est plutôt en améliorant les règles
et procédures d'abattage dans les abattoirs existants que l'on pourra avancer
: matériel en bon état et efficace, formation et prise de conscience du
personnel, prise en charge de l'animal en douceur (phéromone calmantes,
environnement moins stressant lors du stockage, bruitage apaisants diffusés
par HP....) des solutions simples existent, mais la volonté est-elle là ?

",Neinlahr,pour,2017-08-09T11:33:57+0200,2017-08-09T11:33:57+0200,de4a939d-7ce5-11e7-92ee-fa163e947a7a
Exportation / International,Comment renforcer la politique française de coopération et d’aide au développement en matière d’alimentation ?,Solutions,Etats généraux mondiaux de l'alimentation,"L'union fait la force, il faudrait lister les besoins et les répartir.

",mmematthey,pour,2017-07-22T23:22:29+0200,2017-07-22T23:22:29+0200,de4e8106-6f23-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Solutions,Stop aux subventions / Payez le juste prix aux producteurs / Taxer l'importation,"Excellent argumentation! On peut aussi être solidaires avec les plus démunis
(bons d'alimentation valables dans les épiceries et les cantines, extension
des ""chèques-déjeuners"" des salariés). et sans oublier:
http://aid97400.lautre.net/spip.php?article1535

",TAGLIAFERRI Jean-Marc,pour,2017-07-23T16:47:36+0200,2017-07-23T16:47:36+0200,de571dc2-6fb5-11e7-92ee-fa163e947a7a
Consommation,Comment favoriser l’accès du plus grand nombre à une alimentation suffisante et saine ?,Solutions,Développer les actions locales en santé telles que les ateliers cuisine à destination des ménages modestes,"La meilleure façon de manger sainement est de faire soi-même sa cuisine à
partir d'aliments bruts. Cela ne s'apprend plus à l'école. Peut-être faudrait-
il un minimum de cours de cuisine à tous les collégiens?

",Joëlle,pour,2017-07-21T13:36:42+0200,2017-07-21T13:36:42+0200,de5e3496-6e08-11e7-92ee-fa163e947a7a
Consommation,Comment soutenir des modes de consommation plus responsables ?,Solutions,Mieux intégrer les différences entre DDM (date de durabilité minimale) et DLC (date limite de consommation),"Il faudrait surtout sensibiliser au fait qu'il s'agit d'une indication et non
d'une vérité absolue. Hormis certains produits très spécifiques, de nombreux
produits alimentaires peuvent être consommés au delà de ces dates sans risque
sanitaire.

",alicewgnr,pour,2017-07-24T14:44:43+0200,2017-07-24T14:44:43+0200,de64da08-706d-11e7-92ee-fa163e947a7a
Consommation,Comment soutenir des modes de consommation plus responsables ?,Causes,Viande et écologie: Promouvoir les alternatives à l'alimentation carnée,"L'elevage est un gros consommateur en eau. Demain l'eau sera encore plus
précieuse. Il faut réduire notre consommation. L''animal est un être sensible
que nous devons respecter. Ces deux raisons suffisent et parlent d'elles même.
Les 2/3 des sufaces cultivées dans le monde le sont pour l'élevage et non pour
nourrir l'humanité.

",Lolo,pour,2017-08-10T00:27:03+0200,2017-08-10T00:27:02+0200,de6f2cc4-7d51-11e7-92ee-fa163e947a7a
Consommation,Comment favoriser l’accès du plus grand nombre à une alimentation suffisante et saine ?,Solutions,Créer des outils spécifiques dédiés pour promouvoir une alimentation saine et de qualité pour des personnes ayant des moyens financiers limités,"Ces outils spécifiques sont des outils d'intervention locale en santé :
ateliers cuisine, repas partagés, échanges avec une nutritionniste qui
permettent de faire le lien entre les recommandations et l'assiette.

",Chloé,pour,2017-07-21T09:26:10+0200,2017-07-21T09:26:09+0200,de7f446f-6de5-11e7-92ee-fa163e947a7a
Consommation,Comment soutenir des modes de consommation plus responsables ?,Causes,Les animaux sont des êtres conscients pas des aliments,"@ paysanne, à moins d'être un esquimau survivant sur la banquise, ou un nomade
survivant dans le désert, la chair animale n'est absolument pas nécessaire
pour vivre et se développer en bonne santé. Les famines sont causées par les
guerres et la mauvaise organisation agricole des territoires, et de mauvaises
pratiques agricoles. L'agriculture animale occupe 1/3 des terres émergées de
la planète et consomme 1/3 des ressources en eau fraîche de la planète. Il
faut 1000 litres d'eau pour fabriquer un seul steak haché. L'agriculture
animale crée les conditions de délabrement de l'agriculture végétale par le
gaspillage des ressources agricoles. Et c'est d'ailleurs, d'après la
littérature scientifique, l'agriculture animale qui a causé la désertification
du Sahara il y a plusieurs milliers d'années, alors que le Sahara a été une
zone tropicale florissante. Nous reproduisons la même chose aujourd'hui avec
la forêt amazonienne en important du soja OGM issu de la déforestation pour
nourrir nos animaux d'élevage.

",bocet,pour,2017-08-14T16:00:02+0200,2017-08-14T16:00:02+0200,dea71735-80f8-11e7-92ee-fa163e947a7a
Production et distribution,Comment mieux intégrer la réalité des coûts de production ?,Causes,les coopératives ne remplissent pas leur rôle,"La moitié des coopératives a disparu en moins de 50 ans. Beaucoup ont évolué
par alliances successives vers des structures internationales gérant, par
leurs filiales, des affaires du Brésil à l’Ukraine en passant par la Chine !
Ceci grâce à un basculement dans des sociétés de droit commercial, restant
sous contrôle coopératif, à travers la création de SICA (Société d’Intérêt
Collectif Agricole, civile ou commerciale, soumise à l’impôt sur les sociétés)
ou de groupes coopératifs comprenant des sociétés de droit commercial pour les
activités aval. Pour financer ce développement et grâce à des évolutions
légales, la moitié des coops ont ouvert leur capital à des tiers industriels
ou financiers. De nombreuses prises de participation sur l’aval (minoteries,
semouleries, brasseries…) ont été opérées : à ce jour, les coopératives
traitent 40 % de l’agroalimentaire français. Ce jeu d’alliances des
coopératives et la complexité des statuts juridiques qui en découle imposent
de s’interroger sur leurs objectifs, leur contrôle et leur gouvernance. Les
associés ont parfois le sentiment d’appartenir à une entreprise privée plus
soucieuse de son capital que de bien vendre la production des associés.

",Sophie.M,pour,2017-08-04T11:32:44+0200,2017-08-04T11:32:43+0200,dea89fdd-78f7-11e7-92ee-fa163e947a7a
Exportation / International,Comment valoriser le modèle alimentaire français ?,Problème,Le modèle alimentaire français n’est pas suffisamment valorisé,"Quels sont les bénéfices attendus d'une valorisation du modèle français ? En
quoi concrètement est-ce un problème ?

",Mathilde,contre,2017-08-16T10:21:14+0200,2017-08-16T10:21:14+0200,deb28c0c-825b-11e7-92ee-fa163e947a7a
Consommation,Comment soutenir des modes de consommation plus responsables ?,Causes,interdire les repas végans dans les cantines,"Mdas vous ne protégez absolument pas la santé des enfants avec vos régimes ,
bien au contraire , vous déséquilibrez leur alimentation .Vous avez une image
érronée de l'élevage français qui est sali à 90 % par des images d'élevage des
pays étrangers , la plus part du temps d'amérique .C'est bien plus une
campagne de désinformation que d'information et pour tomber dans le panneau il
ne faut rien connaitre à la vérité parce que vous êtes trop enfermés dans vos
cages de béton .Cette vérité vous ne la trouverez que par al logique et là il
faut avoir des connaissances agronomiques et ne pas s'abreuver d'études toutes
aussi mensongères les une que les autres parce que financer par des lobbyes

",paysanne,pour,2017-08-04T16:54:51+0200,2017-08-04T16:54:51+0200,deb8b85f-7924-11e7-92ee-fa163e947a7a
Production et distribution,Comment mieux intégrer la réalité des coûts de production ?,Causes,Des habitudes de travail individuel qui limitent les économies d’échelle,"Encore une solution apparemment pleine de bon sens qu'il faut décoder avec les
éléments de langage du lobby qui impose sa vision au ministère ! Qu'imagine le
grand public ? Mutualisation de tracteur ? C'est déjà largement fait. Quelle
est la réalité : ultra spécialisation et explosion des risques sanitaires.

",Nessus,contre,2017-08-25T23:10:49+0200,2017-08-25T23:10:48+0200,debb1f7e-89d9-11e7-92ee-fa163e947a7a
Consommation,Comment soutenir des modes de consommation plus responsables ?,Solutions,Mobiliser des soutiens publics pour le financement de projets alimentaires locaux,"Financer par exemple des projets locaux de transformation de fruits et légumes
en jus de fruits, confitures ou soupes comme à Rungis :
http://www.journaldelenvironnement.net/article/les-epiceries-solidaires-
reduisent-le-gaspillage-alimentaire,27900

",Woodtiger,pour,2017-07-27T15:45:36+0200,2017-07-27T15:45:36+0200,dec76aaf-72d1-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Causes,Investissements démesurés ?,"Vous oubliez que beaucoup d'agriculteurs fonctionne avec des CUMA qui
permettent de se partager du matériel. Et que certains matériels restent
indispensables dû à un besoin sur des périodes identiques.

",Garnier,contre,2017-08-19T23:39:24+0200,2017-08-19T23:39:24+0200,ded142e9-8526-11e7-92ee-fa163e947a7a
Production et distribution,Comment mieux intégrer la réalité des coûts de production ?,Problème,Les coûts de production augmentent mais pas les prix,"C’est tout le travail sur le partage du risque qui doit concrètement
s’équilibrer sur une formule de prix et les prochaines négociations
commerciales. On ne peut réduire la problématique des coûts de production à la
filière française puisque l’économie des produits agricoles est internationale
et de nombreuses filières exportent. Dans la filière laitière par exemple, le
problème global est la déconnexion des coûts de production du « prix de marché
» international servant de référence pour la détermination du prix payé aux
producteurs. A certaines périodes, le prix de marché ne couvre pas les coûts
de production : les éleveurs laitiers vendent alors à perte (produit
périssable, non stockable). Dès lors s’il est important d’accompagner les
producteurs français sur la maîtrise des coûts de production, il faut aussi
travailler sur la déconnexion entre les coûts de production et le « prix de
marché ».

",SUNLAIT,pour,2017-08-08T16:07:10+0200,2017-08-08T16:07:10+0200,dee016f0-7c42-11e7-92ee-fa163e947a7a
Consommation,Comment favoriser l’accès du plus grand nombre à une alimentation suffisante et saine ?,Solutions,La TVA arme fatale,"Pour la tva, voir à ce sujet http://www.tva-sociale.fr/agriculture-paysans-
tva-sociale/

",Yves Soulabail,pour,2017-08-18T19:30:03+0200,2017-08-18T19:30:03+0200,dee3966a-843a-11e7-92ee-fa163e947a7a
